index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Net Income Incl Extra Before Distributions,Free Cash Flow,Dividend yield
24,XPOF.N,Xponential Fitness Inc,405928100.0,Consumer Cyclicals,-3.1176286759,7.23302741043974,320346000,-64949000,-101092000.0,
25,CATY.OQ,Cathay General Bancorp,3583782719.58,Financials,42.2836624734,5.59273489785628,,315124000,,2.85017813613351
26,COKE.OQ,Coca-Cola Consolidated Inc,10785468854.16,Consumer Non-Cyclicals,141.0558208955,9.54690848765648,6899716000,633125000,270266000.0,0.617627076771046
27,LMNR.OQ,Limoneira Co,258469204.005,Consumer Non-Cyclicals,9.6176965347,,159723000,-15981000,-27100000.0,2.10304942166141
28,TTC.N,Toro Co,9756837557.87,Industrials,14.6060301508,16.3075209936425,4510400000,316100000,220000000.0,1.55859726246378
29,CORZ.OQ,Core Scientific Inc,5531493592.0,Technology,-3.2059320179,,510672000,-1315005000,-1296992000.0,
30,ORGO.OQ,Organogenesis Holdings Inc,473382289.66,Healthcare,2.926303651,28.5603618518907,482043000,861000,6057000.0,
31,VERX.OQ,Vertex Inc,2036634000.0,Technology,1.7953127167,17.6329051087394,748444000,7211000,-13812000.0,
32,ADSK.OQ,Autodesk Inc,49018640000.0,Technology,12.1906976744,26.5291859838275,6131000000,1112000000,1190000000.0,
33,AIRO.OQ,AIRO Group Holdings Inc,287995272.8,Industrials,22.048332963,6.48367002663195,86935060,-38694240,-26843200.0,
34,SNX.N,TD Synnex Corp,13040987214.08,Technology,102.9234751047,8.28617331751907,62508086000,827660000,953297000.0,1.18856010895134
35,SPGI.N,S&P Global Inc,122370552000.0,Industrials,102.1227034121,17.8668580262819,15336000000,4471000000,4634000000.0,0.94740440494213
36,BIOA.OQ,BIOAGE Labs Inc,816998027.04,Healthcare,9.0132953827,,,-71109000,-71308000.0,
37,GWRS.OQ,Global Water Resources Inc,264214935.35,Utilities,1.9667010948,17.2466420258325,52692000,5789000,-21113000.0,3.30750816104461
38,GAP.N,Gap Inc,10291074545.8,Consumer Cyclicals,8.6808510638,5.64255453459196,15086000000,844000000,672000000.0,2.38525478857969
39,APG.N,APi Group Corp,19146398166.03,Industrials,7.3458078733,23.6023971276227,7018000000,250000000,-6000000.0,
40,ARHS.OQ,Arhaus Inc,1304837486.0,Consumer Cyclicals,2.4540567129,7.58716999916918,1271107000,68550000,-67462000.0,
41,SW.N,Smurfit WestRock PLC,26934973801.68,Basic Materials,35.1333047914,8.35457617984484,31179000000,699000000,157000000.0,3.5089216446858
42,PXED.N,Phoenix Education Partners Inc,1013073150.9,Academic & Educational Services,6.9325822432,3.46549794634726,1007192000,133878000,134997000.0,2.9650547123191
43,BVS.OQ,Bioventus Inc,684451779.78,Healthcare,2.2919566019,10.475409424709,573280000,-33542000,4716000.0,
44,BDC.N,Belden Inc,5880097270.58,Technology,31.816385708,15.188081863722,2460979000,198433000,176860000.0,0.133671968988103
45,HRB.N,H & R Block Inc,3935889864.9,Consumer Non-Cyclicals,0.6554350471,6.26382076344438,3760995000,605773000,446913000.0,5.41062801932367
46,SLM.OQ,SLM Corp,4788768000.0,Financials,11.8334483841,5.02713581191917,,744847000,,2.1630615640599
47,OMC.N,Omnicom Group Inc,21707652816.0,Consumer Cyclicals,21.3518329939,9.63015020426656,15689100000,1480600000,1115500000.0,4.63768115942029
48,TECX.OQ,Tectonic Therapeutic Inc,416998718.4,Healthcare,16.5810578587,,,-57982000,-56493000.0,
49,MEI.N,Methode Electronics Inc,321152818.43,Technology,19.6232216898,12.8026990055024,1048100000,-62600000,-66100000.0,2.20507166482911
0,CPRT.OQ,Copart Inc,36290982973.16,Technology,9.517223554,16.0286484381831,4646958000,1552449000,1197157000.0,
1,HUM.N,Humana Inc,22200860539.2,Healthcare,146.5870788849,7.91316542079002,,1188000000,1153000000.0,1.9228680065182
2,VGAS.OQ,Verde Clean Fuels Inc,42357779.6468,Utilities,1.6304440163,,,-3334360,-12742690.0,
3,CSPI.OQ,CSP Inc,97742446.22,Technology,4.7919759062,,58730000,-91000,-1409000.0,1.21703853955375
4,MSEX.OQ,Middlesex Water Co,1015731794.41,Utilities,25.047528304,16.6849419202068,191877000,44351000,-25862000.0,2.59974724679545
5,MS.N,Morgan Stanley,270930450000.0,Financials,,39.8461080550098,119662000000,16861000000,,2.337131171487
6,PBYI.OQ,Puma Biotechnology Inc,343667349.74,Healthcare,1.8936785567,6.3338260908684,230468000,30278000,41746000.0,
7,WBTN.OQ,Webtoon Entertainment Inc,1415718114.13,Technology,12.3467441626,,1348478000,-143905000,-125961000.0,
8,WDFC.OQ,WD-40 Co,3300367825.44,Consumer Non-Cyclicals,19.7985823981,29.8908177858057,619985000,90994000,46085000.0,1.66721150702844
9,AQST.OQ,Aquestive Therapeutics Inc,445311362.45,Healthcare,-0.693631141,,57561000,-44137000,-43578000.0,
10,HCA.N,HCA Healthcare Inc,120820838438.0,Healthcare,-25.4935219298,10.9458185974948,75600000000,6784000000,5682000000.0,0.577467656258676
11,GAIA.OQ,Gaia Inc,64231553.79,Technology,3.4572530534,5.61695568660022,90363000,-5233000,-1775000.0,
12,SHAK.N,Shake Shack Inc,3762980520.7,Consumer Cyclicals,11.8006025609,22.0335791643557,1252608000,10207000,-22211000.0,
13,AAT.N,American Assets Trust Inc,1139415772.16,Real Estate,19.0044886459,11.5315593621486,436204000,56500000,66394000.0,8.40258620689655
14,TFC.N,Truist Financial Corp,65522193000.0,Financials,50.660248619,13.240011059998,,5307000000,,4.00770712909441
15,CENT.OQ,Central Garden & Pet Co,2160520379.37,Consumer Non-Cyclicals,25.0937965575,7.09542011890994,3129064000,162843000,234445000.0,
16,CNP.N,CenterPoint Energy Inc,27759958967.96,Utilities,16.5878693624,13.9997052570668,,1019000000,-2577000000.0,2.16368767638758
17,HMN.N,Horace Mann Educators Corp,1731959087.76,Financials,,6.54793858523699,,,,3.28870096311957
18,KFY.N,Korn Ferry,3195896421.12,Industrials,36.047278767,5.96889786337529,2761086000,246062000,185260000.0,3.13571778539931
19,OC.N,Owens Corning,11029309456.41,Consumer Cyclicals,58.4234752589,6.31391024421949,10975000000,647000000,466000000.0,2.35486996050376
20,SCHL.OQ,Scholastic Corp,867307314.37,Consumer Cyclicals,34.2934782609,6.75179247219048,1625500000,-1900000,-800000.0,2.34672924611323
21,QUBT.OQ,Quantum Computing Inc,1898324384.88,Technology,1.1427977972,,373000,-68542000,-70999000.0,
22,ESPR.OQ,Esperion Therapeutics Inc,819987588.91,Healthcare,-2.0767076468,,332314000,-51745000,-51962000.0,
23,TTMI.OQ,TTM Technologies Inc,9485760555.0,Technology,,24.0731797073545,2906345000,177448000,,
24,FWONK.OQ,Formula One Group,21203018034.88,Consumer Cyclicals,29.639791878,29.686656722212,3653000000,-30000000,247000000.0,
25,AVGO.OQ,Broadcom Inc,1541720001220.83,Technology,17.2521222411,45.5442364204555,63887000000,23126000000,20136000000.0,0.799581757234677
26,KLC.N,Kindercare Learning Companies Inc,512319338.82,Consumer Non-Cyclicals,8.976409266,8.07303992947814,2663035000,-92840000,-107556000.0,
27,PBH.N,Prestige Consumer Healthcare Inc,3160417976.7,Healthcare,36.9216854136,11.0659073573614,1137762000,214605000,236611000.0,
28,AMBA.OQ,Ambarella Inc,2850372678.06,Technology,13.5924281092,,284865000,-117126000,-101447000.0,
29,MPAA.OQ,Motorcar Parts of America Inc,192877978.16,Consumer Cyclicals,13.0909225758,4.95330830183779,757354000,-19470000,-13648000.0,
30,CARL.OQ,Carlsmed Inc,291192342.6,Healthcare,0.9652941383,,27165000,-48514000,-49141000.0,
31,HWC.OQ,Hancock Whitney Corp,5949909761.52,Financials,52.2017439139,8.38896117223028,,486073000,,2.81056773468241
32,RS.N,Reliance Inc,17956911703.09,Basic Materials,129.5088436839,14.8487061089771,13835000000,875200000,466400000.0,1.39766473517165
33,FNWD.OQ,Finward Bancorp,162887514.04,Financials,40.891755534,14.4761334415124,,8087000,,1.27523910733263
34,IDR.A,Idaho Strategic Resources Inc,605763729.9,Basic Materials,2.8929796131,49.4949995541011,25765370,8836690,4916620.0,
35,CSTM.N,Constellium SE,3209403432.91,Basic Materials,4.844956253,7.81017297034134,7335000000,56000000,-49000000.0,
36,FSTR.OQ,L B Foster Co,328730874.67,Industrials,16.6324036937,13.0107135500558,530765000,42946000,47132000.0,
37,TNK.N,Teekay Tankers Ltd,2436131995.7,Energy,51.0532688566,6.26283391803704,1229336000,403667000,319085000.0,1.41743444365698
38,PAYO.OQ,Payoneer Global Inc,1922995440.08,Industrials,2.0225985532,7.55131661172285,977716000,121163000,106217000.0,
39,OMCL.OQ,Omnicell Inc,1637993053.0,Healthcare,26.7989557272,18.7668422323303,1184845000,2052000,20484000.0,
40,IOT.N,Samsara Inc,15763750837.24,Technology,1.9219170983,,1249199000,-154907000,-154435000.0,
41,RDW.N,Redwire Corp,1324509279.66,Industrials,-0.7847621086,,304101000,-114315000,-154587000.0,
42,KKR.N,KKR & Co Inc,90677382399.3,Financials,,73.3149786032961,24265760000,2370463000,,0.727415708247321
43,AMP.N,Ameriprise Financial Inc,43246071000.0,Financials,68.1477627471,11.7365818680432,18911000000,3563000000,,1.35115164566048
44,MRNA.OQ,Moderna Inc,16498395791.76,Healthcare,22.236503856,,1944000000,-2822000000,-2809000000.0,
45,VIRT.N,Virtu Financial Inc,5864817197.52,Financials,,19.1192890980941,3632118000,468361000,,2.50391236306729
46,ANIK.OQ,Anika Therapeutics Inc,147240645.99,Healthcare,10.4604986074,4.90900643473956,119907000,-56385000,-11452000.0,
47,CLBK.OQ,Columbia Financial Inc,1914357388.09,Financials,11.4008393023,29.0429501658012,,51766000,,
48,KRO.N,Kronos Worldwide Inc,728286224.28,Basic Materials,7.1043478261,11.6384756515789,1887100000,86200000,61900000.0,3.15955766192733
49,ARQ.OQ,Arq Inc,153271043.56,Basic Materials,6.0269063271,17.3050823086979,108959000,-5109000,-81866000.0,
0,UBER.N,Uber Technologies Inc,145427348366.19,Technology,12.9677310139,21.5460687198774,52017000000,10053000000,10557000000.0,
1,HXL.N,Hexcel Corp,6812404742.43,Industrials,15.7320754717,23.4233941321321,1893900000,109400000,104500000.0,0.801871032408954
2,CXDO.OQ,Crexendo Inc,193298291.92,Technology,1.9214612568,21.9981720122683,60838000,1677000,4983000.0,
3,PSNL.OQ,Personalis Inc,729083697.08,Healthcare,3.4253762088,,84614000,-81284000,-71946000.0,
4,BSRR.OQ,Sierra Bancorp,494714078.76,Financials,27.0337774959,11.9064572472584,,42327000,,2.79044808156694
5,ICUI.OQ,ICU Medical Inc,3577097034.0,Healthcare,80.5820485485,13.1974170558836,2382046000,-117688000,12764000.0,
6,IBTA.N,Ibotta Inc,569935360.64,Technology,18.9548693193,14.3194435069978,367254000,68742000,66625000.0,
7,NKTX.OQ,Nkarta Inc,139928138.64,Healthcare,6.0115534709,,,-108790000,-104047000.0,
8,MBI.N,MBIA Inc,304981501.04,Financials,-43.7641558915,110.881808854118,,-447000000,,
9,CTVA.N,Corteva Inc,50459475720.0,Basic Materials,35.5058823529,10.9998817057762,17401000000,1094000000,1341000000.0,0.959616153538585
10,NVAX.OQ,Novavax Inc,1413741256.5,Healthcare,-4.0990932387,1.99628459298016,682162000,-187499000,-152060000.0,
11,INMB.OQ,INmune Bio Inc,38282771.52,Healthcare,1.6093319896,,14000,-42082000,,
12,EVER.OQ,EverQuote Inc,527113801.86,Technology,3.8668837661,5.92182557976305,500190000,32169000,33655000.0,
13,MORN.OQ,Morningstar Inc,6581905555.94,Industrials,29.1622911695,10.1278453008347,2445500000,374200000,343300000.0,1.24976566893707
14,INN.N,Summit Hotel Properties Inc,489613612.5,Real Estate,8.5865265702,10.5983248982477,731783000,43642000,17447000.0,7.11111111111111
15,SVCO.OQ,Silvaco Group Inc,113278376.43,Technology,3.8983985027,,59680000,-39404000,-38609000.0,
16,ALHC.OQ,Alignment Healthcare Inc,4039852270.98,Healthcare,0.523345784,108.177933059289,2703561000,-128035000,-143072000.0,
17,RH.N,RH,3850554956.94,Consumer Cyclicals,-8.8487136048,13.2897028440459,3180753000,72412000,-16805000.0,
18,LBRX.OQ,LB Pharmaceuticals Inc,667656407.82,Healthcare,0.8780024409,,,-63102000,-63771000.0,
19,TNDM.OQ,Tandem Diabetes Care Inc,1284854703.05,Healthcare,4.0197705153,,940203000,-96025000,-145053000.0,
20,FIX.N,Comfort Systems USA Inc,47192105502.5,Industrials,47.7647454398,37.1266017543173,7027476000,522433000,514115000.0,0.179378900556822
21,LOAR.N,Loar Holdings Inc,6034904480.66,Industrials,12.1803034711,37.8318487869662,402819000,22231000,56709000.0,
22,TTEK.OQ,Tetra Tech Inc,9570333450.895,Industrials,6.7234514361,15.0042744121492,4617360000,247724000,222577000.0,0.708543398283145
23,GKOS.N,Glaukos Corp,6287380987.8,Healthcare,14.5375983319,,383481000,-146372000,-114637000.0,
24,CVGW.OQ,Calavo Growers Inc,465977239.53,Consumer Non-Cyclicals,11.5965256374,13.7322241723137,648434000,19796000,11228000.0,3.0686612965094
25,ASTE.OQ,Astec Industries Inc,1355851096.07,Industrials,27.9748252889,12.1286219130467,1305100000,4300000,-1500000.0,0.877340981947022
26,TRAK.N,ReposiTrak Inc,188188201.95,Technology,2.7115967583,20.347933038442,22606070,6978130,5914790.0,0.777453838678329
27,GTLS.N,Chart Industries Inc,9294922091.81,Industrials,67.1126927639,13.0665046597004,4160300000,218500000,334600000.0,
28,MRK.N,Merck & Co Inc,301342356095.76,Healthcare,,10.7938194185294,65011000000,18254000000,,2.80042830079895
29,SEMR.N,SEMrush Holdings Inc,1791724065.95,Technology,1.7591882905,113.993650740076,376815000,8236000,5779000.0,
30,SOFI.OQ,SoFi Technologies Inc,24851692738.47,Financials,9.120189716,15.9975881651206,,481320000,,
31,CTOS.N,Custom Truck One Source Inc,1644822594.36,Consumer Cyclicals,3.6345985863,10.3012833130478,1802280000,-28655000,-191133000.0,
32,UDR.N,UDR Inc,12588204883.8,Real Estate,9.9553223824,18.7379766120785,1712317000,377704000,,4.51562089787346
33,ICFI.OQ,ICF International Inc,1419751123.32,Industrials,52.4061983251,8.57040509232034,2019787000,110170000,131709000.0,0.727178288533957
34,FOX.OQ,Fox Corp,22894745351.92,Consumer Cyclicals,26.2901098901,7.79598460617466,16300000000,2263000000,2070000000.0,1.08611326609775
35,PODD.OQ,Insulet Corp,17076006020.52,Healthcare,17.2897996461,33.0499735437547,2071600000,418300000,365100000.0,
36,EXPE.OQ,Expedia Group Inc,26051649660.0,Consumer Cyclicals,10.2422564872,9.59777181052632,14733000000,1294000000,1218000000.0,0.90280716603188
37,ALNY.OQ,Alnylam Pharmaceuticals Inc,41696716473.6,Healthcare,6.024060334,74.4503683782097,3713937000,313747000,310708000.0,
38,PK.N,Park Hotels & Resorts Inc,2238860713.6,Real Estate,17.6086956522,11.8477302446887,2599000000,212000000,-256000000.0,6.78160714285714
39,MEC.N,Mayville Engineering Company Inc,445785037.8,Consumer Cyclicals,12.2143845164,16.4772987034442,581604000,25968000,51458000.0,
40,RBC.N,RBC Bearings Inc,17467578814.84,Industrials,100.5889867768,34.3485756265719,1636300000,246200000,286800000.0,
41,OCUL.OQ,Ocular Therapeutix Inc,1933102997.52,Healthcare,3.4944714173,,51951000,-265939000,-273626000.0,
42,CW.N,Curtiss-Wright Corp,25226869816.6,Industrials,67.7118422108,33.8384735195492,3498372000,484228000,484809000.0,0.140305749612698
43,DOLE.N,Dole PLC,1514043330.0,Consumer Non-Cyclicals,13.6184042878,7.43192185887514,8475343000,125513000,149905000.0,2.1370207416719
44,CRSP.OQ,CRISPR Therapeutics AG,5093940507.84,Healthcare,21.3712610415,,3510000,-581599000,-588034000.0,
45,CIVB.OQ,Civista Bancshares Inc,494803404.9,Financials,31.1957707188,6.77883872959801,,46212000,,3.0188679245283
46,MIRM.OQ,Mirum Pharmaceuticals Inc,5328603594.7,Healthcare,4.7480577132,,336888000,-87942000,-85306000.0,
47,BTBT.OQ,Bit Digital Inc,569667702.56,Technology,3.3023961726,,108050720,28305810,-33385950.0,
48,HIMS.N,Hims & Hers Health Inc,3710670778.2,Healthcare,2.207641564,23.2369879753405,1476514000,126038000,90388000.0,
49,PEBK.OQ,Peoples Bancorp of North Carolina Inc,214119276.02,Financials,24.6300670067,7.8587353685446,,16353000,13609000.0,2.03977562468129
0,HFWA.OQ,Heritage Financial Corp,1155372599.0,Financials,27.1061281939,12.4638381668735,,67532000,,3.41758632965468
1,VITL.OQ,Vital Farms Inc,1272044113.2,Consumer Non-Cyclicals,6.2848106613,11.8508731657036,606307000,53388000,37835000.0,
2,DUOL.OQ,Duolingo Inc,5203813577.49,Technology,18.9534295697,32.4313383500561,748024000,88574000,78288000.0,
3,UHS.N,Universal Health Services Inc,14671512537.66,Healthcare,100.1623794212,7.59467455821799,15827935000,1142097000,750784000.0,0.34070099229164
4,DOUG.N,Douglas Elliman Inc,222047425.0,Real Estate,1.9423131044,,995627000,-76316000,-74800000.0,
5,SYF.N,Synchrony Financial,24811422395.02,Financials,45.3257637199,4.41791622811784,,3552000000,3473000000.0,1.6811431773606
6,TMUS.OQ,T-Mobile US Inc,241858871210.5,Technology,52.48565727,9.87562774333794,88309000000,10992000000,7923000000.0,1.85876993166287
7,VSCO.N,Victoria's Secret & Co,4698942810.96,Consumer Cyclicals,8.1012658228,10.2044454737063,6230000000,165000000,249000000.0,
8,WSBC.OQ,WesBanco Inc,3520876037.35,Financials,44.3569473533,7.32785951615978,,223105000,,4.14733969986357
9,QSI.OQ,Quantum-Si Inc,213464062.149,Healthcare,1.5043716305,,3058000,-101007000,-100449000.0,
10,CVX.N,Chevron Corp,363805200000.0,Energy,,10.5466886291735,184432000000,12299000000,,3.87504081854795
11,KFRC.N,Kforce Inc,525181950.0,Industrials,7.009619712,9.98069609536387,1329007000,34825000,,5.52677029360967
12,VSEC.OQ,VSE Corp,5957344924.26,Industrials,55.2719702482,50.8850437793382,1080132000,15324000,37496000.0,0.197374913648475
13,BAND.OQ,Bandwidth Inc,395559689.76,Technology,11.486087682,13.8767297850693,748487000,-6524000,17338000.0,
14,COFS.OQ,ChoiceOne Financial Services Inc,431427005.64,Financials,33.3795510592,4.13299662145916,,28176000,,4.03337969401947
15,FTLF.OQ,FitLife Brands Inc,133634954.56,Consumer Non-Cyclicals,3.9280200065,13.8461502830707,64469000,8984000,9082000.0,
16,SSTK.N,Shutterstock Inc,613436496.31,Technology,14.6716671384,3.97289391155585,935262000,35932000,33960000.0,8.33815865662999
17,NDAQ.OQ,Nasdaq Inc,45174233236.32,Financials,21.3289742471,17.4832625649102,8262000000,1788000000,1552000000.0,1.35900339750849
18,TPG.OQ,TPG Inc,18511514267.22,Financials,,44.6268327809047,4667365000,184588000,,4.92630728851201
19,FCPT.N,Four Corners Property Trust Inc,2674486673.54,Real Estate,15.8506405005,17.248473719236,294132000,112364000,-297396000.0,5.87402544111613
20,IIPR.N,Innovative Industrial Properties Inc,1287095241.75,Real Estate,68.5903976419,7.65626973600949,308517000,161661000,-64617000.0,16.5469192249075
21,RUN.OQ,Sunrun Inc,4429678458.34,Energy,11.4943050649,62.2978425284138,2037719000,-2846167000,-6398209000.0,
22,AMPH.OQ,Amphastar Pharmaceuticals Inc,1309636959.0,Healthcare,15.1210638254,7.985830813052,731967000,159519000,172150000.0,
23,JOE.N,St Joe Co,4052511115.4,Real Estate,12.4177279234,25.024870663681,402737000,74189000,80688000.0,0.911940723852949
24,FCFS.OQ,Firstcash Holdings Inc,8000376355.44,Financials,51.3779392517,14.3862953376001,3661043000,330375000,254575000.0,0.923635164110177
25,PEP.OQ,PepsiCo Inc,226781743854.82,Consumer Non-Cyclicals,14.9057706355,14.6429411620335,93925000000,8240000000,-462000000.0,3.42895022297216
26,EPR.N,EPR Properties,4453448545.09,Real Estate,30.716127241,13.1460113821208,698068000,146066000,-140204000.0,6.05231663532228
27,TLS.OQ,Telos Corp,322306417.73,Technology,1.7694780793,,108272000,-52520000,-54410000.0,
28,ORN.N,Orion Group Holdings Inc,554753840.8,Industrials,4.3319401344,15.2629167628562,796394000,-1644000,7030000.0,
29,BNTC.OQ,Benitec Biopharma Inc,355565934.66,Healthcare,2.6870190976,,0,-37917000,-37869000.0,
30,SN.N,Sharkninja Inc,18500170887.56,Consumer Cyclicals,18.9823590758,17.9164742153701,6399188000,701374000,,
31,ORLY.OQ,O'Reilly Automotive Inc,81378946945.08,Consumer Cyclicals,-0.8965086345,21.9550671816956,17781992000,2538209000,1880624000.0,
32,ACH.N,Accendra Health Inc,173256370.56,Healthcare,7.3653718351,5.11072627584613,10700883000,-362686000,-326073000.0,
33,MKTW.OQ,MarketWise Inc,229633256.88,Industrials,-6.5421146018,-0.393106278128303,408701000,7059000,94222000.0,5.59049615653389
34,ARES.N,Ares Management Corp,43761236982.32,Financials,,45.2188191202809,5601482000,527362000,,4.03346280250971
35,SLDE.OQ,Slide Insurance Holdings Inc,2096768909.13,Financials,3.4671001326,2.62571298750186,,201125000,201352000.0,
36,COGT.OQ,Cogent Biosciences Inc,6403133835.15,Healthcare,2.4676907902,,,-255859000,-253932000.0,
37,IONS.OQ,Ionis Pharmaceuticals Inc,13055136075.8,Healthcare,3.9350896906,,705138000,-453897000,-487227000.0,
38,ORKA.OQ,Oruka Therapeutics Inc,1559261362.72,Healthcare,22.7656682566,,,-83724000,-83886000.0,
39,CPS.N,Cooper-Standard Holdings Inc,797192806.8,Consumer Cyclicals,,7.81475058247079,2740915000,,,
40,PSIX.OQ,Power Solutions International Inc,2275752656.1,Industrials,2.8390549537,19.9083511447181,475967000,69279000,69919000.0,
41,KG.OQ,Kestrel Group Ltd,91664605.12,Financials,9.0474121795,,,-200969000,,
42,FNLC.OQ,First Bancorp Inc,327468552.34,Financials,25.5202418422,6.01713754045697,,34394000,,5.07196710075394
43,AMG.N,Affiliated Managers Group Inc,9276632569.32,Financials,,19.8535033215409,2074400000,716600000,,0.01212893053155
44,WH.N,Wyndham Hotels & Resorts Inc,5874919243.2,Consumer Cyclicals,8.1761006289,12.4181432153167,1408000000,289000000,189000000.0,2.10905349794239
45,CWAN.N,Clearwater Analytics Holdings Inc,6786162178.25,Technology,4.597257399,89.7985593424623,451803000,424378000,434426000.0,
